iter	RMSE
730	0.05626767071
731	0.05626686357
732	0.05626609162
733	0.05626569222
734	0.05626483128
735	0.05626420129
736	0.0562633598
737	0.05626287887
738	0.05626223185
739	0.05626143838
740	0.05626098172
741	0.05626033927
742	0.05625969818
743	0.05625906558
744	0.05625872315
745	0.05625830686
746	0.05625784209
747	0.05625683685
748	0.05625631367
749	0.05625592162
750	0.05625505366
751	0.05625468467
752	0.05625414232
753	0.05625326503
754	0.05625273304
755	0.05625200714
756	0.05625098464
757	0.05625042468
758	0.05624993597
759	0.05624945175
760	0.0562489281
761	0.05624788167
762	0.05624746147
763	0.05624664861
764	0.05624611717
765	0.05624572263
766	0.05624500384
767	0.05624429517
768	0.05624365501
769	0.05624307131
770	0.05624241156
771	0.05624145627
772	0.05624078422
773	0.05624003072
774	0.05623958744
775	0.05623921958
776	0.05623851024
777	0.05623805914
778	0.0562375825
779	0.05623693485
780	0.05623642295
781	0.05623589842
782	0.05623524027
783	0.05623464396
784	0.05623377285
785	0.05623305289
786	0.05623268732
787	0.05623217086
788	0.05623152522
789	0.05623088009
790	0.05623086679
791	0.05623029651
792	0.05622961326
793	0.05622908604
794	0.05622866749
795	0.05622808844
796	0.05622745347
797	0.05622705358
798	0.05622631532
799	0.05622576375
800	0.05622539933
801	0.05622482836
802	0.05622426206
803	0.05622375473
804	0.05622338499
805	0.0562229379
806	0.05622243884
807	0.05622188973
808	0.05622119811
809	0.05622056823
810	0.05621990344
811	0.05621943899
812	0.05621870392
813	0.05621812832
814	0.05621757995
815	0.05621704035
816	0.05621663287
817	0.05621605039
818	0.05621564777
819	0.05621557285
820	0.05621527202
821	0.0562145822	0822	0.0562142823	0823	0.0562138824	0824	0.0562133825	0.05607296379
826	0.05607267496
827	0.05607186997
828	0.05607155101
829	0.05607095667
830	0.05607041445
831	0.05606989443
832	0.05606951063
833	0.05606875916
834	0.05606822687
835	0.05606772128
836	0.05606697778
837	0.05606581879
838	0.05606509998
839	0.05606434031
840	0.05606366848
841	0.05606336884
842	0.05606294895
843	0.05606236132
844	0.05606169176
845	0.05606122551
846	0.05606080743
847	0.05606044279
848	0.05605998206
849	0.05605946331
850	0.0560587943
851	0.05605795054
852	0.05605760779
853	0.05605691712
854	0.05605619734
855	0.05605572836
856	0.05605528624
857	0.05605478641
858	0.05605429127
859	0.05605400295
860	0.05605338825
861	0.05605249624
862	0.05605196579
863	0.05605161376
864	0.05605120944
865	0.05605083862
866	0.05604979829
867	0.05604936099
868	0.05604901808
869	0.05604850933
870	0.05604771964
871	0.05604712155
872	0.05604606914
873	0.05604518289
874	0.05604470846
875	0.05604415881
876	0.05604361372
877	0.0560430054
878	0.0560425484
879	0.05604184213
880	0.05604135649
881	0.05604096182
882	0.05604029717
883	0.05603963061
884	0.05603930888
885	0.05603880367
886	0.05603829975
887	0.0560379159
888	0.05603751278
889	0.05603728849
890	0.05603691185
891	0.0560363554
892	0.05603566342
893	0.05603508821
894	0.05603469152
895	0.0560340896
896	0.05603373099
897	0.05603324606
898	0.05603225677
899	0.05603151076
900	0.05603091777
901	0.05603019214
902	0.05602951666
903	0.05602892124
904	0.05602837032
905	0.05602772158
906	0.05602698391
907	0.05602630581
908	0.0560256674
909	0.05602522901
910	0.05602475013
911	0.05602423247
912	0.05602380356
913	0.05602327923
914	0.05602261584
915	0.05602215269
916	0.05602158184
917	0.05602101995
918	0.05602051739
919	0.05601963825
920	0.05601909881
921	0.05601874248
922	0.05601820087
923	0.05601764082
924	0.05601717335
925	0.05601653122
926	0.05601594675
927	0.05601553605
928	0.0560152569
929	0.05601468261
930	0.05601422164
931	0.05601362476
932	0.05601279303
933	0.05601229981
934	0.05601175619
935	0.05601120422
936	0.05601078546
937	0.05601026919
938	0.05600960017
939	0.0560090707
940	0.05600828374
941	0.05600754324
942	0.05600679482
943	0.05600635395
944	0.0560058324
945	0.05600530624
946	0.05600481861
947	0.05600436364
948	0.05600373577
949	0.05600315548
950	0.0560025593
951	0.05600188039
952	0.05600139649
953	0.05600101882
954	0.05600038875
955	0.05600011043
956	0.05599968096
957	0.0559992446
958	0.05599840716
959	0.05599798804
960	0.05599745788
961	0.05599702961
962	0.05599663445
963	0.05599623931
964	0.05599587334
965	0.05599537825
966	0.05599482584
967	0.0559943433
968	0.05599397423
969	0.05599362195
970	0.05599325481
971	0.05599271395
972	0.05599206933
973	0.05599160785
974	0.0559910474
975	0.05599056601
976	0.05599011886
977	0.05598935818
978	0.05598887605
979	0.0559884314
980	0.05598753591
981	0.0559872104
982	0.05598655479
983	0.05598589886
984	0.05598545496
985	0.0559849755
986	0.05598467733
987	0.05598415078
988	0.05598368831
989	0.05598327143
990	0.05598287396
991	0.05598257893
992	0.05598199716
993	0.05598168895
994	0.05598128588
995	0.05598086327
996	0.05598038399
997	0.05597962457
998	0.0559791324
999	0.05597866158
1000	0.05597828921
1001	0.05597774298
1002	0.05597731362
1003	0.05597692515
1004	0.05597628671
1005	0.05597579986
1006	0.05597543884
1007	0.0559750015
1008	0.05597451388
1009	0.05597406391
1010	0.05597368148
1011	0.05597296653
1012	0.05597237413
1013	0.05597176518
1014	0.05597115019
1015	0.05597082021
1016	0.05596998865
1017	0.05596946648
1018	0.05596918706
1019	0.05596875283
1020	0.05596840796
1021	0.05596807041
1022	0.05596752031
1023	0.05596715443
1024	0.05596633954
1025	0.05596575575
1026	0.05596535664
1027	0.05596499441
1028	0.05596431348
1029	0.05596378609
1030	0.05596342286
1031	0.05596302753
1032	0.05596237297
1033	0.05596191421
1034	0.05596158124
1035	0.05596099792
1036	0.05596035678
1037	0.05596004961
1038	0.05595965484
1039	0.05595920489
1040	0.05595919121
1041	0.05595893226
1042	0.05595842167
1043	0.05595773341
1044	0.05595730886
1045	0.05595692908
1046	0.05595624482
1047	0.05595560754
1048	0.05595506984
1049	0.05595453418
1050	0.05595386881
1051	0.05595351048
1052	0.05595310892
1053	0.055952508
1054	0.05595190414
1055	0.05595116589
1056	0.05595070198
1057	0.05595034944
1058	0.05594992083
1059	0.05594948722
1060	0.05594911161
1061	0.05594871823
1062	0.05594836905
1063	0.05594812524
1064	0.05594747025
1065	0.05594682923
1066	0.05594636697
1067	0.05594590567
1068	0.05594549672
1069	0.05594499971
1070	0.05594451219
1071	0.05594424709
1072	0.05594376954
1073	0.05594333211
1074	0.05594290169
1075	0.055942488
1076	0.05594214339
1077	0.05594173905
1078	0.05594139635
1079	0.05594101343
1080	0.05594053662
1081	0.05594022794
1082	0.0559397091
1083	0.05593936158
1084	0.05593881785
1085	0.05593825387
1086	0.0559377744
1087	0.05593717726
1088	0.05593655991
1089	0.05593606317
1090	0.05593542993
1091	0.0559351869
1092	0.05593475475
1093	0.05593435345
1094	0.05593404442
1095	0.05593349259
1096	0.0559329761
1097	0.05593254473
1098	0.05593216963
1099	0.05593182467
1100	0.05593117848
1101	0.05593060495
1102	0.05593021149
1103	0.05592977413
1104	0.05592943715
1105	0.05592905959
1106	0.05592848479
1107	0.05592791894
1108	0.05592742957
1109	0.05592705368
1110	0.0559265119
1111	0.05592615217
1112	0.05592573018
1113	0.05592545093
1114	0.05592493492
1115	0.05592459642
1116	0.05592415415
1117	0.05592359955
1118	0.05592328914
1119	0.05592276481
1120	0.05592221817
1121	0.05592180179
1122	0.05592134092
1123	0.05592079516
1124	0.05592024961
1125	0.05591982194
1126	0.0559193071
1127	0.05591887016
1128	0.0559186641
1129	0.05591826868
1130	0.05591787834
1131	0.05591749293
1132	0.05591719606
1133	0.05591663547
1134	0.05591622715
1135	0.05591588114
1136	0.05591532189
1137	0.05591503262
1138	0.05591446632
1139	0.05591413809
1140	0.05591346929
1141	0.05591309573
1142	0.05591253949
1143	0.05591205595
1144	0.05591132049
1145	0.0559109078
1146	0.0559104068
1147	0.05591001468
1148	0.05590962728
1149	0.05590912908
1150	0.05590856212
1151	0.05590781428
1152	0.05590703047
1153	0.05590645603
1154	0.05590588441
1155	0.05590544768
1156	0.05590489822
1157	0.05590420011
1158	0.05590370955
1159	0.05590324477
1160	0.05590259495
1161	0.05590213483
1162	0.05590158542
1163	0.05590106755
1164	0.05590058472
1165	0.05590010357
1166	0.05589965235
1167	0.05589893183
1168	0.05589841223
1169	0.05589782052
1170	0.05589756272
1171	0.05589710774
1172	0.05589673662
1173	0.05589624962
1174	0.05589571268
1175	0.05589531178
1176	0.05589481396
1177	0.05589426635
1178	0.05589385512
1179	0.05589348314
1180	0.0558930453
1181	0.05589258997
1182	0.05589213799
1183	0.05589140802
1184	0.05589083719
1185	0.05589042898
1186	0.05589009149
1187	0.05588968878
1188	0.05588922749
1189	0.05588883479
1190	0.05588841811
1191	0.05588785116
1192	0.05588735892
1193	0.05588643638
1194	0.05588606406
1195	0.05588551725
1196	0.05588522937
1197	0.05588502681
1198	0.05588446666
1199	0.05588390764
1200	0.05588349556
1201	0.05588302518
1202	0.05588283709
1203	0.05588223314
1204	0.05588164143
1205	0.05588124557
1206	0.05588055338
1207	0.05588003901
1208	0.05587940423
1209	0.05587903767
1210	0.05587847868
1211	0.05587807683
1212	0.05587765055
1213	0.05587725829
1214	0.05587615503
1215	0.05587576438
1216	0.0558749869
1217	0.05587447219
1218	0.05587395113
1219	0.05587346528
1220	0.05587302254
1221	0.0558722583
1222	0.05587181358
1223	0.05587128102
1224	0.0558709388
1225	0.05587058752
1226	0.05587020265
1227	0.05586965613
1228	0.05586921703
1229	0.05586857488
1230	0.05586804098
1231	0.05586749757
1232	0.05586697008
1233	0.05586643807
1234	0.0558661659
1235	0.05586554531
1236	0.05586507931
1237	0.05586461695
1238	0.05586421192
1239	0.05586379603
1240	0.05586346964
1241	0.05586302654
1242	0.05586251973
1243	0.05586203997
1244	0.05586149107
1245	0.05586095303
1246	0.05586073098
1247	0.05586022065
1248	0.05585988694
1249	0.05585968974
1250	0.0558593987
1251	0.05585907246
1252	0.05585869569
1253	0.05585817352
1254	0.05585774859
1255	0.05585700121
1256	0.05585663605
1257	0.05585631013
1258	0.05585580942
1259	0.05585528692
1260	0.05585463842
1261	0.05585394403
1262	0.05585348972
1263	0.05585304117
1264	0.05585246464
1265	0.05585201653
1266	0.05585140482
1267	0.05585097829
1268	0.05585053173
1269	0.05584981083
1270	0.05584939583
1271	0.05584906536
1272	0.05584864621
1273	0.05584820454
1274	0.05584771716
1275	0.05584728685
1276	0.05584706082
1277	0.05584658511
1278	0.05584619219
1279	0.05584574215
1280	0.05584532986
1281	0.05584496958
1282	0.05584458307
1283	0.0558443414
1284	0.05584394849
1285	0.05584311787
1286	0.05584280523
1287	0.05584242395
1288	0.05584195192
1289	0.05584141503
1290	0.05584076382
1291	0.05584011171
1292	0.05583971666
1293	0.05583912434
1294	0.05583874145
1295	0.05583830686
1296	0.05583782238
1297	0.05583695742
1298	0.05583667537
1299	0.05583619198
1300	0.05583562682
1301	0.05583488818
1302	0.0558341266
1303	0.05583371241
1304	0.05583329674
1305	0.0558328428
1306	0.05583229014
1307	0.05583162504
1308	0.05583132182
1309	0.05583084398
1310	0.05583034002
1311	0.05582992574
1312	0.05582962979
1313	0.05582916335
1314	0.0558285936
1315	0.0558285147
1316	0.05582818381
1317	0.05582772612
1318	0.0558270536
1319	0.05582674531
1320	0.05582637942
1321	0.05582597741
1322	0.05582561953
1323	0.05582532686
1324	0.05582508914
1325	0.0558246903
1326	0.05582412465
1327	0.05582352231
1328	0.05582313236
1329	0.05582251235
1330	0.05582211486
1331	0.05582166405
1332	0.05582121155
1333	0.0558208904
1334	0.05582053529
1335	0.05582002682
1336	0.05581970083
1337	0.05581916824
1338	0.05581893258
1339	0.05581847262
1340	0.05581801641
1341	0.05581733202
1342	0.05581706259
1343	0.05581644923
1344	0.05581593052
1345	0.05581547596
1346	0.05581494501
1347	0.05581436484
1348	0.05581406879
1349	0.05581380328
1350	0.05581342313
1351	0.05581312123
1352	0.05581281404
1353	0.0558122781
1354	0.05581201839
1355	0.05581164391
1356	0.05581134192
1357	0.05581090788
1358	0.05581054118
1359	0.0558100909
1360	0.05580982975
1361	0.05580909633
1362	0.0558088198
1363	0.05580844074
1364	0.05580789747
1365	0.05580757897
1366	0.05580714219
1367	0.05580680959
1368	0.05580609734
1369	0.05580572736
1370	0.05580514426
1371	0.05580484015
1372	0.05580454603
1373	0.05580417986
1374	0.05580372248
1375	0.05580320191
1376	0.05580276474
1377	0.05580215212
1378	0.05580195857
1379	0.05580122937
1380	0.05580079732
1381	0.0558005576
1382	0.05580000087
1383	0.05579936238
1384	0.05579863494
1385	0.05579831784
1386	0.05579789184
1387	0.05579739547
1388	0.05579696147
1389	0.05579642814
1390	0.05579590766
1391	0.05579525485
1392	0.05579458807
1393	0.05579426153
1394	0.05579370549
1395	0.05579316808
1396	0.05579269809
1397	0.05579229499
1398	0.05579185765
1399	0.05579164386
1400	0.0557912079
1401	0.0557908371
1402	0.05579038716
1403	0.05579001367
1404	0.05578954618
1405	0.05578893479
1406	0.05578873069
1407	0.05578844114
1408	0.05578809888
1409	0.0557875376
1410	0.05578694417
1411	0.05578656359
1412	0.05578610978
1413	0.0557857604
1414	0.05578549441
1415	0.05578533823
1416	0.05578495284
1417	0.05578446916
1418	0.0557841365
1419	0.05578371725
1420	0.05578328664
1421	0.05578284791
1422	0.05578237267
1423	0.05578205479
1424	0.0557818391
1425	0.0557815549
1426	0.05578098146
1427	0.05578070267
1428	0.05578035187
1429	0.0557795913
1430	0.05577921819
1431	0.05577886219
1432	0.05577849075
1433	0.05577807938
1434	0.05577769106
1435	0.0557770953
1436	0.05577681595
1437	0.05577646915
1438	0.05577590286
1439	0.05577547669
1440	0.05577505628
1441	0.05577452348
1442	0.05577391747
1443	0.05577359105
1444	0.05577321612
1445	0.05577289921
1446	0.05577224972
1447	0.05577189025
1448	0.05577127361
1449	0.05577095563
1450	0.05577044663
1451	0.05576980955
1452	0.05576939884
1453	0.05576884976
1454	0.05576832256
1455	0.05576793619
1456	0.05576768735
1457	0.05576703547
1458	0.0557664997
1459	0.0557661056
1460	0.05576573164
1461	0.05576547167
1462	0.05576481322
1463	0.05576420581
1464	0.05576380083
1465	0.05576358227
1466	0.05576308685
1467	0.05576255568
1468	0.05576196728
1469	0.05576147769
1470	0.05576121178
1471	0.05576099513
1472	0.05576054824
1473	0.05576015605
1474	0.05575964399
1475	0.05575917254
1476	0.05575871043
1477	0.05575815644
1478	0.05575767186
1479	0.05575717909
1480	0.05575685955
1481	0.0557564304
1482	0.05575608411
1483	0.0557557843
1484	0.05575540205
1485	0.05575501986
1486	0.05575462963
1487	0.05575403891
1488	0.05575352406
1489	0.05575320076
1490	0.05575258463
1491	0.05575226364
1492	0.05575157373
1493	0.05575119073
1494	0.05575060094
1495	0.05575033495
1496	0.05574997034
1497	0.05574950067
1498	0.05574922743
1499	0.05574902401
