iter	RMSE
0	0.1650150736
1	0.16358606
2	0.1621780094
3	0.1607825505
4	0.1594040589
5	0.1580359149
6	6	0.15657573377	0.155238128	08	0.153915079	09	0.1526130959
10	0.1513231212
11	0.1500490412	12	0.148783502
13	0.1475346251
14	0.1463003241515	0.14509156716	0.143995669
1717	0.1426960441818	0.1415159041919	0.1403496922020	0.1391977632121	0.13805855422	0.1370420196
23	0.135931575
24	024	0.1347795237
25	0.1336909983
26	0.1326240234
27	0.13155728	0.28	0.13050529	0.29	0.12946930	0.30	0.12844231	0.31	0.12742732	0.1264886355
33	0.1254953687
34	0.1245151307
35	0.1235504688
36	0.1226006114
37	0.1216538275
38	0.1207234845
39	0.1197998116
40	0.1189114904
41	0.1180134731
42	0.1171253332
43	0.1162527502
44	0.1153850052
45	0.1145327369
46	0.1136891139
47	0.112854868
48	0.1120286495
49	0.1112126718
50	0.1104025282
51	0.1096101745
52	0.108826621
53	0.1080502688
54	0.1072861711
55	0.1065434336
56	0.1057997945
57	0.1050652841
58	0.1043424509
59	0.1036248481
60	0.1029254155
61	0.1022259317
62	0.1015393523
63	0.1008584837
64	0.1001871355
65	0.09951928382
66	0.0988737751
67	0.09822855971
68	0.09758564794
69	0.09695617987
70	0.0963370922
71	0.09572670337
72	0.09511918491
73	0.09451767503
74	0.09392530083
75	0.09334307387
76	0.09277644792
77	0.09221022431
78	0.09165237745
79	0.09110147018
80	0.09056124232
81	0.09003033186
82	0.08950827989
83	0.08898929719
84	0.08848714777
85	0.08798261556
86	0.08748321771
87	0.08699261518
88	0.08651320499
89	0.0860355524
90	0.0855611279
91	0.08509989075
92	0.08463953334
93	0.08418778793
94	0.08373721665
95	0.08330016965
96	0.08286405304
97	0.08243870005
98	0.08201679427
99	0.08160039526
100	0.08119256204
101	0.08079137148
102	0.08039791604
103	0.08000853251
104	0.0796212772
105	0.0792407013
106	0.0788638492
107	0.07849576627
108	0.07813124855
109	0.07777600177
110	0.07742715322
111	0.07708265479
112	0.07674187586
113	0.07640755631
114	0.07607466313
115	0.07575438386
116	0.07543938267
117	0.07512249152
118	0.07481444968
119	0.07450753204
120	0.07420616919
121	0.07390959893
122	0.07361595489
123	0.07332501291
124	0.0730404082
125	0.07276095588
126	0.07248417849
127	0.07221187355
128	0.07194260487
129	0.07168290568
130	0.07142716849
131	0.07117501052
132	0.07092805944
133	0.07067917235
134	0.07043625053
135	0.07019705532
136	0.06996051928
137	0.06973251325
138	0.06950803944
139	0.06928270572
140	0.06906408607
141	0.06884726512
142	0.06863539826
143	0.06842392919
144	0.06821604085
145	0.06801432205
146	0.06781358259
147	0.06761588433
148	0.06742187467
149	0.06723218677
150	0.06704769633
151	0.06686384913
152	0.06668300337
153	0.06650847189
154	0.06633431107
155	0.06616165661
156	0.0659934421
157	0.06582640497
158	0.06566216111
159	0.06550067943
160	0.06534462138
161	0.06519021009
162	0.06503965491
163	0.06489289304
164	0.06474533196
165	0.0646015546
166	0.0644589624
167	0.06431880654
168	0.06418283706
169	0.06404665023
170	0.06391628336
171	0.06378586601
172	0.06365776645
173	0.06353132397
174	0.0634075145
175	0.06328557097
176	0.06316886891
177	0.06305166075
178	0.06293733916
179	0.06282378754
180	0.06271159243
181	0.06260192562
182	0.0624961534
183	0.06239048528
184	0.06228698965
185	0.06218620661
186	0.06208625521
187	0.06198726981
188	0.06189080193
189	0.06179609283
190	0.0617024338
191	0.06161279008
192	0.06152145691
193	0.06143311418
19194	0.0612366021195	0.0612651225
196	0.06118181656
197	0.06109957332
198	0.06101873355
199	0.06093997768
200	0.06086267881
201	0.06078652045
202	0.0607115909
203	0.06063841991
204	0.06056804709
205	0.06049787232
206	0.06042859567
207	0.06036021097
208	0.06029360343
209	0.0602260418
210	0.06016092272
211	0.06009739901
212	0.06003387646
213	0.05997271496
214	0.05991279589
215	0.05985484453
216	0.05979818006
217	0.05974268637
218	0.05968824159
219	0.05963266339
220	0.05958011861
221	0.05952721244
222	0.05947529376
223	0.05942536701
224	0.059376534
225	0.05932961158
226	0.05928063482
227	0.05923238908
228	0.05918451847
229	0.05913930287
230	0.05909380102
231	0.05904961056
232	0.05900619631
233	0.05896427477
234	0.05892284962
235	0.05888114082
236	0.05884132691
237	0.05880128862
238	0.05876219087
239	0.0587248658
240	0.05868574874
241	0.05864886675
242	0.05861186603
243	0.05857647434
244	0.05854161707
245	0.05850671648
246	0.05847434105
247	0.05844106328
248	0.05840889411
249	0.0583783728
250	0.05834616042
251	0.05831627882
252	0.05828498225
253	0.05825578121
254	0.05822562913
255	0.05819774633
256	0.05816921775
257	0.05814204564
258	0.05811397935
259	0.0580869691
260	0.0580604132
261	0.05803517681
262	0.05800968893
263	0.05798461828
264	0.05796004466
265	0.0579358025
266	0.05791145808
267	0.05788882758
268	0.05786695458
269	0.05784379429
270	0.05782205007
271	0.05780119835
272	0.05777919061
273	0.05775780953
274	0.05773717767
275	0.05771609282
276	0.05769595802
277	0.05767547622
278	0.05765729109
279	0.05763804147
280	0.05761944014
281	0.05760165366
282	0.05758426891
283	0.05756737886
284	0.05755043563
285	0.05753364085
286	0.05751767857
287	0.05750123619
288	0.05748583629
289	0.05746888114
290	0.05745281463
291	0.05743629249
292	0.05742164921
293	0.05740615741
294	0.05739097735
295	0.05737696868
296	0.05736326839
297	0.05734868192
298	0.05733532501
299	0.05732137006
300	0.05730847011
301	0.05729461264
302	0.05728189001
303	0.05726935945
304	0.05725672348
305	0.05724322149
306	0.05723185376
307	0.05722016229
308	0.05720845161
309	0.05719664873
310	0.05718522521
311	0.05717421413
312	0.05716298497
313	0.05715217559
314	0.05714280135
315	0.05713194216
316	0.05712202511
317	0.05711183615
318	0.05710254531
319	0.05709237953
320	0.05708301772
321	0.0570748822
322	0.057065809
323	0.05705705733
324	0.05704780867
325	0.05703854281
326	0.05702970389
327	0.05702111159
328	0.05701262472
329	0.05700442359
330	0.05699586946
331	0.05698790759
332	0.05698006724
333	0.05697299576
334	0.05696518281
335	0.05695759127
336	0.05694978101
337	0.05694267305
338	0.05693529554
339	0.05692822334
340	0.05692095175
341	0.05691342089
342	0.0569064815
343	0.05689955463
344	0.05689304488
345	0.05688721358
346	0.05688094026
347	0.05687482131
348	0.05686872874
349	0.05686227552
350	0.05685635135
351	0.05685017132
352	0.05684448169
353	0.05683895905
354	0.05683268744
355	0.05682723003
356	0.05682235366
357	0.05681681622
358	0.05681130158
359	0.05680625308
360	0.05680178554
361	0.05679631251
362	0.05679129983
363	0.0567849407
364	0.05678030689
365	0.05677486516
366	0.05677026944
367	0.05676568445
368	0.05676072836
369	0.05675617241
370	0.05675140043
371	0.05674646973
372	0.0567422869
373	0.05673828984
374	0.05673408488
375	0.05672991295
376	0.05672586536
377	0.0567218269
378	0.05671699379
379	0.0567130932
380	0.05670916119
381	0.05670529645
382	0.05670199716
383	0.05669799606
384	0.05669439133
385	0.05669051315
386	0.05668693153
387	0.05668355291
388	0.05667967286
389	0.05667501948
390	0.05667136937
391	0.05666719913
392	0.05666407987
393	0.05666086946
394	0.05665770876
395	0.05665454571
396	0.05665148841
397	0.05664820376
398	0.05664511611
399	0.0566421321
400	0.05663907093
401	0.0566359146
402	0.05663309688
403	0.0566299484
404	0.05662717695
405	0.05662457726
406	0.05662171708
407	0.05661893605
408	0.05661584233
409	0.05661323197
410	0.05661023053
411	0.05660743175
412	0.05660393512
413	0.05660092114
414	0.05659863152
415	0.05659610639
416	0.05659325162
417	0.05659104101
418	0.0565884763
419	0.05658583393
420	0.05658335055
421	0.05658015401
422	0.05657720499
423	0.05657461456
424	0.05657121532
425	0.0565693103
426	0.05656662522
427	0.05656417425
428	0.05656174234
429	0.056559586
430	0.05655762757
431	0.05655542217
432	0.05655373358
433	0.05655181333
434	0.05654998513
435	0.05654798722
436	0.05654580396
437	0.05654375273
438	0.05654208668
439	0.05654004984
440	0.05653803849
441	0.05653636272
442	0.05653395609
443	0.05653184367
444	0.05653000747
445	0.05652805284
446	0.05652648253
447	0.05652452781
448	0.05652254276
449	0.05652025534
450	0.05651786246
451	0.0565161859
452	0.05651457099
453	0.05651270569
454	0.05651099105
455	0.05650914977
456	0.05650709139
457	0.05650559179
458	0.0565039271
459	0.05650263277
460	0.05650099636
461	0.05649931675
462	0.05649736986
463	0.05649571628
464	0.05649408358
465	0.05649266868
466	0.05649122778
467	0.05648996964
468	0.05648832825
469	0.05648680164
470	0.05648542241
471	0.05648442133
472	0.05648317498
473	0.05648188964
474	0.0564805229
475	0.05647920572
476	0.05647788534
477	0.05647651234
478	0.05647501019
479	0.05647346816
480	0.05647221071
481	0.05647028285
482	0.05646870005
483	0.05646754565
484	0.05646619055
485	0.05646479658
486	0.05646356064
487	0.05646238705
488	0.05646100095
489	0.056459636
490	0.05645836151
491	0.05645697101
492	0.05645538546
493	0.05645398795
494	0.05645299518
495	0.05645177859
496	0.05645040179
497	0.05644955197
498	0.05644835014
499	0.05644706588
500	0.05644590618
501	0.05644482747
502	0.05644371272
503	0.05644233442
504	0.05644139481
505	0.05644037868
506	0.05643915795
507	0.05643806492
508	0.05643689304
509	0.05643566144
510	0.05643407795
511	0.05643300482
512	0.05643192373
513	0.05643123081
514	0.0564302511
515	0.05642917084
516	0.05642828629
517	0.05642719573
518	0.05642592889
519	0.05642437003
520	0.05642355107
521	0.056422134
522	0.05642090347
523	0.05641979285
524	0.05641862159
525	0.05641748338
526	0.05641660265
527	0.05641573658
528	0.05641477115
529	0.05641402297
530	0.0564128902
531	0.05641185421
532	0.05641084564
533	0.0564097255
534	0.05640884804
535	0.05640795971
536	0.05640696965
537	0.05640620752
538	0.056405123
539	0.05640423763
540	0.05640345092
541	0.05640258712
542	0.05640161186
543	0.05640082833
544	0.05639982321
545	0.05639858226
546	0.05639766023
547	0.05639709802
548	0.05639627295
549	0.05639564371
550	0.05639479274
551	0.05639348942
552	0.05639271616
553	0.05639171013
554	0.05639087013
555	0.05639005706
556	0.05638926457
557	0.05638827479
558	0.0563871908
559	0.05638604886
560	0.05638523295
561	0.05638454029
562	0.0563837716
563	0.05638292581
564	0.05638211956
565	0.05638147314
566	0.05638075068
567	0.05637998995
568	0.05637890014
569	0.05637811978
570	0.05637716846
571	0.05637644372
572	0.05637581452
573	0.05637520322
574	0.05637457271
575	0.05637375906
576	0.05637291793
577	0.05637224678
578	0.05637153953
579	0.05637053004
580	0.05636977909
581	0.05636886644
582	0.05636824371
583	0.05636727484
584	0.05636652669
585	0.05636531613
586	0.05636440517
587	0.0563636896
588	0.05636277191
589	0.05636184679
590	0.05636106155
591	0.05636050686
592	0.0563599402
593	0.0563585739
594	0.05635752699
595	0.05635698532
596	0.05635682973
597	0.05635630306
598	0.05635559606
599	0.0563546727
600	0.05635398604
601	0.0563531665
602	0.05635250889
603	0.05635191061
604	0.05635126273
605	0.05635057093
606	0.05634998702
607	0.05634943857
608	0.05634856356
609	0.05634804307
610	0.05634722993
611	0.05634656121
612	0.05634548918
613	0.05634524436
614	0.05634444214
615	0.05634384044
616	0.05634318453
617	0.05634263199
618	0.05634207865
619	0.05634133257
620	0.05634045625
621	0.05633987504
622	0.05633892487
623	0.05633830939
624	0.0563377045
625	0.05633686382
626	0.05633636493
627	0.05633582554
628	0.05633517053
629	0.05633429365
630	0.0563331305
631	0.05633230714
632	0.05633165046
633	0.05633077627
634	0.05633006948
635	0.05632925166
636	0.05632841147
637	0.05632750869
638	0.05632693716
639	0.05632598913
640	0.05632543928
641	0.056325093
642	0.0563245185
643	0.0563238699
644	0.05632330668
645	0.0563223066
646	0.05632182545
647	0.05632113157
648	0.05632054048
649	0.05631982403
650	0.05631907307
651	0.0563185733
652	0.0563179465
653	0.05631724755
654	0.05631674531
655	0.05631620282
656	0.05631552694
657	0.05631489999
658	0.05631415388
659	0.05631337265
660	0.05631272122
661	0.05631232423
662	0.05631186987
663	0.05631126153
664	0.05631034112
665	0.05630975245
666	0.05630933207
667	0.05630850532
668	0.05630763776
669	0.05630695063
670	0.05630636819
671	0.05630574046
672	0.05630500254
673	0.0563043497
674	0.05630342771
675	0.05630274474
676	0.05630215567
677	0.05630109586
678	0.05630042741
679	0.05629966007
680	0.05629894713
681	0.05629833264
682	0.05629794806
683	0.05629744777
684	0.05629697319
685	0.05629626399
686	0.05629551083
687	0.0562946784
688	0.05629416839
689	0.05629360727
690	0.0562929409
691	0.0562923849
692	0.05629179602
693	0.05629098821
694	0.05629026618
695	0.05628968093
696	0.05628900992
697	0.05628830318
698	0.05628777683
699	0.05628732846
700	0.05628649716
701	0.05628577775
702	0.05628487328
703	0.05628437368
704	0.05628372655
705	0.05628300214
706	0.05628240627
707	0.05628178429
708	0.05628102965
709	0.05628001151
710	0.05627946286
711	0.05627874435
712	0.0562782854
713	0.05627758677
714	0.05627715258
715	0.05627656028
716	0.05627589719
717	0.05627558347
718	0.05627493548
719	0.05627411076
720	0.05627329904
721	0.05627279402
722	0.05627219487
723	0.05627190504
724	0.05627154563
725	0.05627105062
726	0.0562704225
727	0.05626964893
728	0.05626912888
729	0.05626833815
