iter	Passed	Remaining
1660	349007	71230
1661	349182	71012
1662	349440	70812
1663	349539	70580
1664	349632	70346
1665	349745	70117
1666	349960	69908
1667	350122	69688
1668	350322	69476
1669	350493	69259
1670	350587	69026
1671	350702	68798
1672	350869	68579
1673	350975	68350
1674	351228	68148
1675	351350	67922
1676	351461	67693
1677	351571	67464
1678	351671	67234
1679	351768	67003
1680	351838	66767
1681	351895	66529
1682	352110	66321
1683	352244	66098
1684	352396	65878
1685	352552	65659
1686	352647	65429
1687	352719	65194
1688	352789	64960
1689	352864	64726
1690	352957	64496
1691	353050	64266
1692	353143	64037
1693	353244	63809
1694	353345	63581
1695	353545	63371
1696	353662	63146
1697	353823	62929
1698	353952	62707
1699	354064	62481
1700	354135	62249
1701	354197	62015
1702	354242	61779
1703	354338	61551
1704	354422	61322
1705	354485	61089
1706	354537	60855
1707	354636	60628
1708	354707	60397
1709	354812	60172
1710	354958	59954
1711	355172	59748
1712	355306	59528
1713	355435	59308
1714	355570	59089
1715	355708	58870
1716	355905	58661
1717	356078	58448
1718	356226	58231
1719	356368	58013
1720	356515	57796
1721	356664	57579
1722	356800	57361
1723	356922	57140
1724	357182	56942
1725	357311	56722
1726	357538	56518
1727	357719	56307
1728	357830	56085
1729	357919	55860
1730	358019	55636
1731	358139	55416
1732	358322	55206
1733	358393	54978
1734	358470	54751
1735	358549	54525
1736	358632	54300
1737	358684	54071
1738	358760	53844
1739	358852	53621
1740	358942	53398
1741	359031	53174
1742	359186	52960
1743	359267	52736
1744	359493	52533
1745	359636	52318
1746	359973	52131
1747	360612	51987
1748	360763	51773
1749	360898	51556
1750	361006	51336
1751	361184	51126
1752	361306	50908
1753	361394	50685
1754	361476	50462
1755	361585	50243
1756	361678	50021
1757	361764	49799
1758	361983	49595
1759	362189	49389
1760	362586	49209
1761	362734	48995
1762	362905	48785
1763	363055	48572
1764	363157	48352
1765	363255	48132
1766	363361	47913
1767	363463	47694
1768	363601	47479
1769	363676	47257
1770	363765	47036
1771	363880	46819
1772	364075	46613
1773	364287	46408
1774	364392	46190
1775	364487	45971
1776	364633	45758
1777	364772	45545
1778	364914	45332
1779	365056	45119
1780	365184	44904
1781	365410	44702
1782	365540	44488
1783	365659	44272
1784	365786	44058
1785	365868	43838
1786	365966	43621
1787	366089	43406
1788	366144	43184
1789	366216	42963
1790	366342	42750
1791	366424	42531
1792	366489	42310
1793	366569	42092
1794	366645	41873
1795	366766	41659
1796	366894	41446
1797	367050	41237
1798	367147	41020
1799	367235	40803
1800	367279	40582
1801	367367	40365
1802	367515	40155
1803	367639	39943
1804	367708	39724
1805	367757	39504
1806	367845	39288
1807	367959	39075
1808	368040	38858
1809	368138	38644
1810	368228	38429
1811	368319	38214
1812	368399	37998
1813	368515	37786
1814	368616	37572
1815	368687	37355
1816	368759	37139
1817	368834	36924
1818	368929	36710
1819	369011	36495
1820	369087	36280
1821	369176	36066
1822	369246	35851
1823	369327	35636
1824	369393	35421
1825	369441	35204
1826	369488	34987
1827	369544	34771
1828	369632	34558
1829	369682	34342
1830	369751	34127
1831	369817	33913
1832	369891	33699
1833	369949	33485
1834	369994	33269
1835	370045	33054
1836	370082	32837
1837	370127	32622
1838	370166	32407
1839	370251	32195
1840	370342	31985
1841	370427	31773
1842	370587	31569
1843	370685	31359
1844	370837	31154
1845	370875	30939
1846	370954	30728
1847	371029	30517
1848	371108	30306
1849	371166	30094
1850	371244	29884
1851	371306	29672
1852	371387	29462
1853	371460	29252
1854	371517	29040
1855	371569	28828
1856	371697	28622
1857	371759	28412
1858	371821	28201
1859	371905	27992
1860	371962	27782
1861	372021	27571
1862	372121	27364
1863	372195	27155
1864	372251	26945
1865	372335	26737
1866	372421	26530
1867	372505	26322
1868	372608	26116
1869	372693	25909
1870	372760	25700
1871	372820	25491
1872	372917	25285
1873	373009	25079
1874	373078	24871
1875	373175	24666
1876	373271	24460
1877	373412	24257
1878	373488	24051
1879	373566	23844
1880	373632	23637
1881	373731	23432
1882	373833	23228
1883	373917	23022
1884	374040	22819
1885	374149	22615
1886	374225	22409
1887	374297	22204
1888	374368	21998
1889	374462	21794
1890	374546	21589
1891	374604	21383
1892	374712	21180
1893	374796	20975
1894	374862	20770
1895	374929	20565
1896	375070	20364
1897	375188	20162
1898	375267	19958
1899	375328	19754
1900	375455	19552
1901	375553	19350
1902	375648	19147
1903	375692	18942
1904	375753	18738
1905	375798	18533
1906	375835	18328
1907	375880	18124
1908	375924	17919
1909	375958	17715
1910	375998	17511
1911	376047	17307
1912	376106	17104
1913	376145	16900
1914	376197	16698
1915	376247	16495
1916	376282	16291
1917	376329	16089
1918	376386	15887
1919	376459	15685
1920	376516	15484
1921	376569	15282
1922	376623	15080
1923	376701	14880
1924	376738	14678
1925	376785	14476
1926	376835	14275
1927	376878	14074
1928	376932	13873
1929	376979	13672
1930	377011	13471
1931	377093	13272
1932	377159	13072
1933	377208	12872
1934	377275	12673
1935	377322	12473
1936	377384	12274
1937	377440	12074
1938	377489	11875
1939	377563	11677
1940	377614	11478
1941	377694	11280
1942	377760	11082
1943	377827	10883
1944	377894	10685
1945	377998	10489
1946	378064	10291
1947	378120	10093
1948	378197	9896
1949	378296	9699
1950	378439	9504
1951	378559	9308
1952	378649	9112
1953	378776	8916
1954	378873	8720
1955	379086	8527
1956	379487	8338
1957	379864	8148
1958	379940	7951
1959	380157	7758
1960	380433	7565
1961	380716	7373
1962	380906	7179
1963	381100	6985
1964	381422	6793
1965	381569	6598
1966	381953	6407
1967	382242	6215
1968	382510	6022
1969	382738	5828
1970	383049	5635
1971	383357	5443
1972	383809	5252
1973	384082	5058
1974	384292	4864
1975	384675	4672
1976	384976	4478
1977	385119	4283
1978	385349	4089
1979	385626	3895
1980	385886	3701
1981	385977	3505
1982	386235	3311
1983	386539	3117
1984	386836	2923
1985	387076	2728
1986	387281	2533
1987	387548	2339
1988	387792	2144
1989	388056	1950
1990	388281	1755
1991	388630	1560
1992	388863	1365
1993	389141	1170
1994	389399	975
1995	389616	780
1996	389862	585
1997	390141	390
1998	390376	195
1999	390584	0
